SoyAlvaro Lopez me dispongo a pimplar cerveza
SoyAlvaro Lopez me dispongo a pimplar cerveza
SoyAlvaro Lopez me dispongo a pimplar cerveza
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su tasa de alcoholemia UBE es de : 0.12959999 En el barril quedan 6.0000286 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su tasa de alcoholemia UBE es de : 0.14039999 En el barril quedan 4.5000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.2 l, y su tasa de alcoholemia UBE es de : 0.1512 En el barril quedan 2.7000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.5 l, y su tasa de alcoholemia UBE es de : 0.162 En el barril quedan 0.3000279 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 1.0800002 En el barril quedan 24.000015 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su tasa de alcoholemia UBE es de : 0.10800002 En el barril quedan 25.80001 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su tasa de alcoholemia UBE es de : 0.21600004 En el barril quedan 23.100018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su tasa de alcoholemia UBE es de : 0.324 En el barril quedan 20.700024 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su tasa de alcoholemia UBE es de : 0.43200007 En el barril quedan 18.600029 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su tasa de alcoholemia UBE es de : 0.54 En el barril quedan 15.000034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su tasa de alcoholemia UBE es de : 0.648 En el barril quedan 12.000032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su tasa de alcoholemia UBE es de : 0.7559999 En el barril quedan 11.700032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su tasa de alcoholemia UBE es de : 0.86399996 En el barril quedan 10.500031 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su tasa de alcoholemia UBE es de : 0.97199994 En el barril quedan 6.0000286 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su tasa de alcoholemia UBE es de : 1.0799999 En el barril quedan 3.6000276 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.0000277 l, y su tasa de alcoholemia UBE es de : 1.08001 En el barril quedan 0.0 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3 En el barril quedan 26.700008 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6 En el barril quedan 25.200012 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004 En el barril quedan 24.000015 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
SoyAlvaro Lopez me dispongo a pimplar cerveza
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.3 l, y su cerveza en sangre es  : 0.3su tasa de alcoholemia es: 0.10800002 En el barril quedan 28.800003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.6 l, y su cerveza en sangre es  : 0.6su tasa de alcoholemia es: 0.21600004 En el barril quedan 25.200012 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 0.90000004 l, y su cerveza en sangre es  : 0.90000004su tasa de alcoholemia es: 0.324 En el barril quedan 23.100018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.2 l, y su cerveza en sangre es  : 1.2su tasa de alcoholemia es: 0.43200007 En el barril quedan 22.50002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.5 l, y su cerveza en sangre es  : 1.5su tasa de alcoholemia es: 0.54 En el barril quedan 21.300022 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 1.8 l, y su cerveza en sangre es  : 1.8su tasa de alcoholemia es: 0.648 En el barril quedan 18.600029 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.1 l, y su cerveza en sangre es  : 2.1su tasa de alcoholemia es: 0.7559999 En el barril quedan 18.30003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.3999999 l, y su cerveza en sangre es  : 2.3999999su tasa de alcoholemia es: 0.86399996 En el barril quedan 15.3000345 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.6999998 l, y su cerveza en sangre es  : 2.6999998su tasa de alcoholemia es: 0.97199994 En el barril quedan 13.200033 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su cerveza en sangre es  : 2.9999998su tasa de alcoholemia es: 1.0799999 En el barril quedan 12.000032 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su cerveza en sangre es  : 3.2999997su tasa de alcoholemia es: 1.1879998 En el barril quedan 8.70003 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su cerveza en sangre es  : 2.0999997su tasa de alcoholemia es: 0.7559999 En el barril quedan 4.2000275 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su cerveza en sangre es  : 2.3999996su tasa de alcoholemia es: 0.86399996 En el barril quedan 3.0000277 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.2 l, y su cerveza en sangre es  : 2.6999996su tasa de alcoholemia es: 0.97199994 En el barril quedan 2.4000278 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.5 l, y su cerveza en sangre es  : 2.7000275su tasa de alcoholemia es: 0.9720099 En el barril quedan 2.7906895E-5 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se encuentra que el barril está vacio. Espera a que lo llenen
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 4.8 l, y su cerveza en sangre es  : 3.0000274su tasa de alcoholemia es: 1.0800099 En el barril quedan 29.7 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 5.1000004 l, y su cerveza en sangre es  : 3.3000274su tasa de alcoholemia es: 1.1880099 En el barril quedan 29.400002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 5.4000006 l, y su cerveza en sangre es  : 2.1000273su tasa de alcoholemia es: 0.7560098 En el barril quedan 23.400017 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 5.700001 l, y su cerveza en sangre es  : 2.4000273su tasa de alcoholemia es: 0.8640099 En el barril quedan 23.100018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 6.000001 l, y su cerveza en sangre es  : 2.7000272su tasa de alcoholemia es: 0.9720098 En el barril quedan 22.800018 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 6.300001 l, y su cerveza en sangre es  : 3.0000272su tasa de alcoholemia es: 1.0800098 En el barril quedan 22.50002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 6.6000013 l, y su cerveza en sangre es  : 3.3000271su tasa de alcoholemia es: 1.1880097 En el barril quedan 22.20002 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 6.9000015 l, y su cerveza en sangre es  : 2.100027su tasa de alcoholemia es: 0.75600976 En el barril quedan 15.900035 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 7.2000017 l, y su cerveza en sangre es  : 2.400027su tasa de alcoholemia es: 0.86400974 En el barril quedan 15.600035 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 7.500002 l, y su cerveza en sangre es  : 2.700027su tasa de alcoholemia es: 0.9720097 En el barril quedan 15.3000345 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
Alvaro Lopez se ha bebido un vaso. Lleva bebidos 7.800002 l, y su cerveza en sangre es  : 3.000027su tasa de alcoholemia es: 1.0800097 En el barril quedan 15.000034 l
Alvaro Lopez se ha terminado su vaso, va a por otro.
