SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
SoyMaría Sánchez me dispongo a pimplar cerveza
María Sánchez se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
María Sánchez se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su cerveza en sangre es  : 2.3999996su tasa de alcoholemia es: 0.86399996 En el barril quedan 3.9000275 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.2 l, y su cerveza en sangre es  : 2.6999996su tasa de alcoholemia es: 0.97199994 En el barril quedan 2.1000278 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.5 l, y su cerveza en sangre es  : 2.9999995su tasa de alcoholemia es: 1.0799999 En el barril quedan 1.5000279 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 4.8 l, y su cerveza en sangre es  : 3.2999995su tasa de alcoholemia es: 1.1879998 En el barril quedan 1.200028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
María Sánchez se ha bebido un vaso. Lleva bebidos 5.1000004 l, y su cerveza en sangre es  : 2.0999994su tasa de alcoholemia es: 0.7559998 En el barril quedan 26.40001 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 5.4000006 l, y su cerveza en sangre es  : 2.3999994su tasa de alcoholemia es: 0.86399984 En el barril quedan 25.500011 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 5.700001 l, y su cerveza en sangre es  : 2.6999993su tasa de alcoholemia es: 0.9719998 En el barril quedan 24.900013 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 6.000001 l, y su cerveza en sangre es  : 2.9999993su tasa de alcoholemia es: 1.0799999 En el barril quedan 24.600014 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 6.300001 l, y su cerveza en sangre es  : 3.2999992su tasa de alcoholemia es: 1.1879998 En el barril quedan 24.300014 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
María Sánchez se ha bebido un vaso. Lleva bebidos 6.6000013 l, y su cerveza en sangre es  : 2.0999992su tasa de alcoholemia es: 0.7559997 En el barril quedan 18.900028 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 6.9000015 l, y su cerveza en sangre es  : 2.3999991su tasa de alcoholemia es: 0.8639997 En el barril quedan 18.600029 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 7.2000017 l, y su cerveza en sangre es  : 2.699999su tasa de alcoholemia es: 0.9719997 En el barril quedan 18.30003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 7.500002 l, y su cerveza en sangre es  : 2.999999su tasa de alcoholemia es: 1.0799998 En el barril quedan 18.00003 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha bebido un vaso. Lleva bebidos 7.800002 l, y su cerveza en sangre es  : 3.299999su tasa de alcoholemia es: 1.1879997 En el barril quedan 17.400032 l
María Sánchez se ha terminado su vaso, va a por otro.
María Sánchez se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
