SoyNoberto Vargas me dispongo a pimplar cerveza
SoyNoberto Vargas me dispongo a pimplar cerveza
SoyNoberto Vargas me dispongo a pimplar cerveza
SoyNoberto Vargas me dispongo a pimplar cerveza
Noberto Vargas se ha bebido un vaso. Lleva bebidos 0.3 cl, y su tasa de alcoholemia UBE es de : 0.0010800001
Noberto Vargas se ha bebido un vaso. Lleva bebidos 2.9999998 l, y su cerveza en sangre es  : 2.9999998su tasa de alcoholemia es: 1.0799999 En el barril quedan 6.300029 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 3.2999997 l, y su cerveza en sangre es  : 3.2999997su tasa de alcoholemia es: 1.1879998 En el barril quedan 6.0000286 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
Noberto Vargas se encuentra que el barril está vacio. Espera a que lo llenen
Noberto Vargas se ha bebido un vaso. Lleva bebidos 3.5999997 l, y su cerveza en sangre es  : 2.0999997su tasa de alcoholemia es: 0.7559999 En el barril quedan 28.800003 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 3.8999996 l, y su cerveza en sangre es  : 2.3999996su tasa de alcoholemia es: 0.86399996 En el barril quedan 28.500004 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 4.2 l, y su cerveza en sangre es  : 2.6999996su tasa de alcoholemia es: 0.97199994 En el barril quedan 27.900005 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 4.5 l, y su cerveza en sangre es  : 2.9999995su tasa de alcoholemia es: 1.0799999 En el barril quedan 27.600006 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 4.8 l, y su cerveza en sangre es  : 3.2999995su tasa de alcoholemia es: 1.1879998 En el barril quedan 27.000008 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
Noberto Vargas se ha bebido un vaso. Lleva bebidos 5.1000004 l, y su cerveza en sangre es  : 2.0999994su tasa de alcoholemia es: 0.7559998 En el barril quedan 21.300022 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 5.4000006 l, y su cerveza en sangre es  : 2.3999994su tasa de alcoholemia es: 0.86399984 En el barril quedan 21.000023 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 5.700001 l, y su cerveza en sangre es  : 2.6999993su tasa de alcoholemia es: 0.9719998 En el barril quedan 20.400024 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 6.000001 l, y su cerveza en sangre es  : 2.9999993su tasa de alcoholemia es: 1.0799999 En el barril quedan 20.100025 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha bebido un vaso. Lleva bebidos 6.300001 l, y su cerveza en sangre es  : 3.2999992su tasa de alcoholemia es: 1.1879998 En el barril quedan 19.500027 l
Noberto Vargas se ha terminado su vaso, va a por otro.
Noberto Vargas se ha pasado bebiendo. Tiene que reposra un poco antes de seguir
